
jobId,companyId,jobType,degree,major,industry,yearsExperience,milesFromMetropolis
JOB1362684408507,COMP51,JUNIOR,DOCTORAL,ENGINEERING,OIL,7,56
JOB1362684408508,COMP7,MANAGER,BACHELORS,LITERATURE,OIL,16,31
JOB1362684408509,COMP30,CTO,HIGH_SCHOOL,NONE,EDUCATION,18,1
JOB1362684408510,COMP49,CEO,BACHELORS,MATH,EDUCATION,1,6
JOB1362684408511,COMP26,VICE_PRESIDENT,NONE,NONE,FINANCE,4,23
JOB1362684408512,COMP61,VICE_PRESIDENT,BACHELORS,LITERATURE,SERVICE,9,11
JOB1362684408513,COMP53,CTO,MASTERS,ENGINEERING,SERVICE,21,17
JOB1362684408514,COMP1,CEO,MASTERS,NONE,HEALTH,8,30
JOB1362684408515,COMP35,CTO,HIGH_SCHOOL,NONE,SERVICE,8,96
JOB1362684408516,COMP40,CTO,MASTERS,CHEMISTRY,WEB,13,4
JOB1362684408517,COMP30,VICE_PRESIDENT,MASTERS,PHYSICS,EDUCATION,17,11
JOB1362684408518,COMP26,CFO,MASTERS,NONE,OIL,16,62
JOB1362684408519,COMP54,VICE_PRESIDENT,DOCTORAL,LITERATURE,SERVICE,7,90
JOB1362684408520,COMP56,JUNIOR,BACHELORS,ENGINEERING,OIL,12,77
JOB1362684408521,COMP4,CEO,BACHELORS,BIOLOGY,AUTO,23,64
JOB1362684408522,COMP2,MANAGER,NONE,NONE,OIL,23,12
JOB1362684408523,COMP0,JUNIOR,BACHELORS,CHEMISTRY,WEB,4,85
JOB1362684408524,COMP4,JUNIOR,HIGH_SCHOOL,NONE,WEB,12,66
JOB1362684408525,COMP29,JANITOR,NONE,NONE,HEALTH,3,86
JOB1362684408526,COMP28,SENIOR,NONE,NONE,AUTO,2,25
JOB1362684408527,COMP5,SENIOR,MASTERS,ENGINEERING,SERVICE,6,63
JOB1362684408528,COMP57,JANITOR,NONE,NONE,SERVICE,17,74
JOB1362684408529,COMP14,VICE_PRESIDENT,MASTERS,COMPSCI,WEB,0,70
JOB1362684408530,COMP38,SENIOR,NONE,NONE,AUTO,14,69
JOB1362684408531,COMP42,CTO,BACHELORS,COMPSCI,SERVICE,17,91
JOB1362684408532,COMP27,CTO,HIGH_SCHOOL,NONE,HEALTH,16,33
JOB1362684408533,COMP1,CFO,NONE,NONE,AUTO,6,79
JOB1362684408534,COMP26,JANITOR,HIGH_SCHOOL,NONE,WEB,12,38
JOB1362684408535,COMP3,VICE_PRESIDENT,BACHELORS,ENGINEERING,SERVICE,24,30
JOB1362684408536,COMP60,SENIOR,BACHELORS,PHYSICS,SERVICE,21,74
JOB1362684408537,COMP54,CEO,HIGH_SCHOOL,NONE,SERVICE,1,51
JOB1362684408538,COMP53,JANITOR,HIGH_SCHOOL,NONE,HEALTH,11,42
JOB1362684408539,COMP57,VICE_PRESIDENT,HIGH_SCHOOL,NONE,SERVICE,19,1
JOB1362684408540,COMP39,VICE_PRESIDENT,BACHELORS,ENGINEERING,HEALTH,22,74
JOB1362684408541,COMP0,MANAGER,HIGH_SCHOOL,NONE,EDUCATION,15,78
JOB1362684408542,COMP55,JUNIOR,HIGH_SCHOOL,NONE,HEALTH,10,41
JOB1362684408543,COMP29,JANITOR,NONE,NONE,AUTO,11,54
JOB1362684408544,COMP38,CEO,BACHELORS,BUSINESS,HEALTH,17,53
JOB1362684408545,COMP28,CEO,NONE,NONE,FINANCE,0,13
JOB1362684408546,COMP9,CFO,DOCTORAL,CHEMISTRY,EDUCATION,23,98
JOB1362684408547,COMP28,CFO,NONE,NONE,FINANCE,2,23
JOB1362684408548,COMP44,JUNIOR,MASTERS,PHYSICS,OIL,2,30
JOB1362684408549,COMP24,MANAGER,NONE,NONE,SERVICE,20,60
JOB1362684408550,COMP20,MANAGER,DOCTORAL,CHEMISTRY,FINANCE,16,46
JOB1362684408551,COMP60,JANITOR,HIGH_SCHOOL,NONE,FINANCE,8,87
JOB1362684408552,COMP37,MANAGER,DOCTORAL,NONE,EDUCATION,8,21
JOB1362684408553,COMP51,SENIOR,MASTERS,MATH,HEALTH,5,79
JOB1362684408554,COMP58,VICE_PRESIDENT,DOCTORAL,ENGINEERING,OIL,10,39
JOB1362684408555,COMP9,JANITOR,NONE,NONE,SERVICE,4,7
JOB1362684408556,COMP14,JANITOR,NONE,NONE,AUTO,5,82
JOB1362684408557,COMP48,CEO,NONE,NONE,WEB,12,41
JOB1362684408558,COMP19,MANAGER,NONE,NONE,WEB,1,9
JOB1362684408559,COMP40,VICE_PRESIDENT,DOCTORAL,MATH,FINANCE,3,29
JOB1362684408560,COMP35,JANITOR,NONE,NONE,AUTO,1,84
JOB1362684408561,COMP3,SENIOR,DOCTORAL,BIOLOGY,OIL,16,93
JOB1362684408562,COMP5,JANITOR,NONE,NONE,OIL,7,7
JOB1362684408563,COMP40,CEO,DOCTORAL,CHEMISTRY,HEALTH,20,47
JOB1362684408564,COMP51,SENIOR,MASTERS,PHYSICS,AUTO,1,26
JOB1362684408565,COMP30,VICE_PRESIDENT,NONE,NONE,HEALTH,9,36
JOB1362684408566,COMP9,CFO,HIGH_SCHOOL,NONE,OIL,1,57
JOB1362684408567,COMP46,JANITOR,NONE,NONE,EDUCATION,5,0
JOB1362684408568,COMP14,SENIOR,BACHELORS,MATH,EDUCATION,3,21
JOB1362684408569,COMP18,CEO,MASTERS,MATH,FINANCE,5,34
JOB1362684408570,COMP24,MANAGER,HIGH_SCHOOL,NONE,WEB,22,18
JOB1362684408571,COMP36,JANITOR,HIGH_SCHOOL,NONE,EDUCATION,4,57
JOB1362684408572,COMP59,CFO,NONE,NONE,HEALTH,14,55
JOB1362684408573,COMP33,CFO,HIGH_SCHOOL,NONE,OIL,3,11
JOB1362684408574,COMP0,JUNIOR,HIGH_SCHOOL,NONE,OIL,1,31
JOB1362684408575,COMP61,MANAGER,DOCTORAL,CHEMISTRY,OIL,3,78
JOB1362684408576,COMP42,CTO,NONE,NONE,EDUCATION,2,80
JOB1362684408577,COMP29,JANITOR,HIGH_SCHOOL,NONE,AUTO,19,47
JOB1362684408578,COMP57,CTO,NONE,NONE,FINANCE,4,87
JOB1362684408579,COMP6,VICE_PRESIDENT,BACHELORS,ENGINEERING,WEB,7,71
JOB1362684408580,COMP59,JUNIOR,HIGH_SCHOOL,NONE,AUTO,19,65
JOB1362684408581,COMP18,CFO,NONE,NONE,HEALTH,1,94
JOB1362684408582,COMP9,JANITOR,NONE,NONE,SERVICE,3,50
JOB1362684408583,COMP53,CEO,DOCTORAL,CHEMISTRY,HEALTH,4,34
JOB1362684408584,COMP36,SENIOR,DOCTORAL,LITERATURE,SERVICE,5,13
JOB1362684408585,COMP53,CFO,BACHELORS,ENGINEERING,AUTO,3,61
JOB1362684408586,COMP0,VICE_PRESIDENT,NONE,NONE,EDUCATION,7,33
JOB1362684408587,COMP13,CTO,NONE,NONE,AUTO,15,91
JOB1362684408588,COMP35,CFO,BACHELORS,COMPSCI,AUTO,24,93
JOB1362684408589,COMP20,CTO,HIGH_SCHOOL,NONE,WEB,22,58
JOB1362684408590,COMP3,JUNIOR,BACHELORS,BUSINESS,OIL,22,6
JOB1362684408591,COMP9,JUNIOR,NONE,NONE,FINANCE,19,30
JOB1362684408592,COMP49,CFO,DOCTORAL,BUSINESS,FINANCE,5,91
JOB1362684408593,COMP56,VICE_PRESIDENT,HIGH_SCHOOL,NONE,HEALTH,24,69
JOB1362684408594,COMP25,CEO,HIGH_SCHOOL,NONE,EDUCATION,1,66
JOB1362684408595,COMP3,CTO,DOCTORAL,BUSINESS,EDUCATION,11,93
JOB1362684408596,COMP14,CEO,DOCTORAL,ENGINEERING,HEALTH,23,86
JOB1362684408597,COMP33,SENIOR,NONE,NONE,HEALTH,18,60
JOB1362684408598,COMP4,CFO,NONE,NONE,EDUCATION,2,66
JOB1362684408599,COMP21,CEO,DOCTORAL,BIOLOGY,AUTO,11,92
JOB1362684408600,COMP61,JUNIOR,NONE,NONE,SERVICE,22,4
JOB1362684408601,COMP2,SENIOR,NONE,NONE,AUTO,4,81
JOB1362684408602,COMP51,MANAGER,DOCTORAL,BUSINESS,FINANCE,4,43
JOB1362684408603,COMP6,SENIOR,HIGH_SCHOOL,NONE,HEALTH,10,13
JOB1362684408604,COMP29,SENIOR,NONE,NONE,OIL,17,48
JOB1362684408605,COMP13,JUNIOR,NONE,NONE,OIL,20,76
JOB1362684408606,COMP31,CEO,BACHELORS,BUSINESS,WEB,23,12
JOB1362684408607,COMP27,SENIOR,DOCTORAL,BIOLOGY,HEALTH,16,35
JOB1362684408608,COMP3,SENIOR,NONE,NONE,WEB,0,67
JOB1362684408609,COMP19,JANITOR,HIGH_SCHOOL,NONE,EDUCATION,8,41
JOB1362684408610,COMP12,CTO,MASTERS,ENGINEERING,HEALTH,20,46
JOB1362684408611,COMP4,JANITOR,NONE,NONE,OIL,15,89
JOB1362684408612,COMP61,JANITOR,HIGH_SCHOOL,NONE,HEALTH,23,71
JOB1362684408613,COMP33,MANAGER,MASTERS,COMPSCI,OIL,0,32
JOB1362684408614,COMP20,CTO,HIGH_SCHOOL,NONE,SERVICE,13,26
JOB1362684408615,COMP20,CFO,NONE,NONE,FINANCE,8,40
JOB1362684408616,COMP43,VICE_PRESIDENT,BACHELORS,CHEMISTRY,FINANCE,10,90
JOB1362684408617,COMP16,CFO,MASTERS,BIOLOGY,AUTO,19,98
JOB1362684408618,COMP5,JANITOR,HIGH_SCHOOL,NONE,OIL,10,11
JOB1362684408619,COMP49,JUNIOR,DOCTORAL,MATH,SERVICE,24,70
JOB1362684408620,COMP11,CFO,MASTERS,ENGINEERING,HEALTH,14,77
JOB1362684408621,COMP26,CEO,NONE,NONE,HEALTH,21,22
JOB1362684408622,COMP0,CFO,BACHELORS,ENGINEERING,AUTO,7,0
JOB1362684408623,COMP44,CTO,HIGH_SCHOOL,NONE,SERVICE,5,22
JOB1362684408624,COMP32,JUNIOR,NONE,NONE,HEALTH,3,42
JOB1362684408625,COMP14,CFO,BACHELORS,BUSINESS,HEALTH,3,8
JOB1362684408626,COMP19,SENIOR,HIGH_SCHOOL,NONE,AUTO,20,26
JOB1362684408627,COMP55,SENIOR,NONE,NONE,FINANCE,6,89
JOB1362684408628,COMP54,SENIOR,NONE,NONE,AUTO,11,93
JOB1362684408629,COMP4,JANITOR,HIGH_SCHOOL,NONE,OIL,3,95
JOB1362684408630,COMP48,CEO,MASTERS,BIOLOGY,EDUCATION,24,13
JOB1362684408631,COMP59,CFO,BACHELORS,ENGINEERING,OIL,6,55
JOB1362684408632,COMP48,CFO,DOCTORAL,BUSINESS,HEALTH,14,85
JOB1362684408633,COMP35,CTO,HIGH_SCHOOL,NONE,AUTO,11,40
JOB1362684408634,COMP44,CEO,DOCTORAL,NONE,OIL,23,55
JOB1362684408635,COMP1,VICE_PRESIDENT,MASTERS,ENGINEERING,AUTO,16,2
JOB1362684408636,COMP52,VICE_PRESIDENT,DOCTORAL,MATH,EDUCATION,15,37
JOB1362684408637,COMP60,JANITOR,HIGH_SCHOOL,NONE,WEB,24,69
JOB1362684408638,COMP41,VICE_PRESIDENT,HIGH_SCHOOL,NONE,SERVICE,12,51
JOB1362684408639,COMP19,JANITOR,HIGH_SCHOOL,NONE,SERVICE,6,57
JOB1362684408640,COMP24,CTO,NONE,NONE,AUTO,23,70
JOB1362684408641,COMP28,MANAGER,HIGH_SCHOOL,NONE,WEB,4,40
JOB1362684408642,COMP21,CTO,MASTERS,ENGINEERING,FINANCE,5,48
JOB1362684408643,COMP47,JANITOR,HIGH_SCHOOL,NONE,FINANCE,11,81
JOB1362684408644,COMP40,CEO,BACHELORS,ENGINEERING,SERVICE,2,52
JOB1362684408645,COMP42,CFO,DOCTORAL,CHEMISTRY,EDUCATION,8,49
JOB1362684408646,COMP47,CTO,HIGH_SCHOOL,NONE,OIL,17,9
JOB1362684408647,COMP1,MANAGER,NONE,NONE,AUTO,23,11
JOB1362684408648,COMP19,CEO,MASTERS,ENGINEERING,EDUCATION,17,5
JOB1362684408649,COMP7,CFO,NONE,NONE,FINANCE,22,89
JOB1362684408650,COMP28,VICE_PRESIDENT,HIGH_SCHOOL,NONE,AUTO,21,48
JOB1362684408651,COMP28,CFO,HIGH_SCHOOL,NONE,SERVICE,4,60
JOB1362684408652,COMP24,JUNIOR,BACHELORS,NONE,AUTO,12,17
JOB1362684408653,COMP32,CEO,DOCTORAL,ENGINEERING,FINANCE,23,11
JOB1362684408654,COMP0,CEO,BACHELORS,MATH,HEALTH,14,44
JOB1362684408655,COMP1,CTO,DOCTORAL,MATH,FINANCE,0,70
JOB1362684408656,COMP6,MANAGER,MASTERS,BUSINESS,EDUCATION,18,15
JOB1362684408657,COMP48,SENIOR,NONE,NONE,EDUCATION,17,45
JOB1362684408658,COMP39,SENIOR,MASTERS,BIOLOGY,HEALTH,9,35
JOB1362684408659,COMP55,CEO,DOCTORAL,COMPSCI,HEALTH,6,35
JOB1362684408660,COMP25,MANAGER,BACHELORS,NONE,EDUCATION,19,99
JOB1362684408661,COMP39,JANITOR,HIGH_SCHOOL,NONE,FINANCE,17,64
JOB1362684408662,COMP31,CEO,BACHELORS,COMPSCI,HEALTH,3,18
JOB1362684408663,COMP45,SENIOR,NONE,NONE,EDUCATION,0,86
JOB1362684408664,COMP25,CFO,MASTERS,CHEMISTRY,WEB,9,14
JOB1362684408665,COMP1,MANAGER,MASTERS,LITERATURE,FINANCE,6,90
JOB1362684408666,COMP18,CTO,BACHELORS,LITERATURE,SERVICE,8,72
JOB1362684408667,COMP8,CFO,BACHELORS,BUSINESS,FINANCE,22,67
JOB1362684408668,COMP36,CFO,HIGH_SCHOOL,NONE,FINANCE,11,40
JOB1362684408669,COMP12,CFO,NONE,NONE,SERVICE,19,68
JOB1362684408670,COMP0,VICE_PRESIDENT,HIGH_SCHOOL,NONE,HEALTH,11,70
JOB1362684408671,COMP20,CTO,DOCTORAL,BIOLOGY,FINANCE,7,89
JOB1362684408672,COMP20,JANITOR,NONE,NONE,SERVICE,12,51
JOB1362684408673,COMP37,CFO,HIGH_SCHOOL,NONE,FINANCE,24,20
JOB1362684408674,COMP29,CEO,BACHELORS,LITERATURE,AUTO,4,26
JOB1362684408675,COMP10,CEO,DOCTORAL,ENGINEERING,AUTO,6,18
JOB1362684408676,COMP15,JANITOR,NONE,NONE,FINANCE,15,68
JOB1362684408677,COMP48,CFO,BACHELORS,PHYSICS,AUTO,22,72
JOB1362684408678,COMP20,MANAGER,NONE,NONE,SERVICE,23,16
JOB1362684408679,COMP29,SENIOR,MASTERS,MATH,OIL,4,73
JOB1362684408680,COMP57,JUNIOR,MASTERS,MATH,OIL,9,63
JOB1362684408681,COMP58,SENIOR,NONE,NONE,HEALTH,17,44
JOB1362684408682,COMP53,MANAGER,NONE,NONE,HEALTH,1,96
JOB1362684408683,COMP45,JANITOR,HIGH_SCHOOL,NONE,EDUCATION,19,0
JOB1362684408684,COMP21,CTO,MASTERS,PHYSICS,AUTO,1,43
JOB1362684408685,COMP54,JUNIOR,MASTERS,LITERATURE,SERVICE,18,20
JOB1362684408686,COMP40,JANITOR,NONE,NONE,FINANCE,4,37
JOB1362684408687,COMP21,JUNIOR,HIGH_SCHOOL,NONE,FINANCE,0,60
JOB1362684408688,COMP23,SENIOR,HIGH_SCHOOL,NONE,SERVICE,11,11
JOB1362684408689,COMP8,JANITOR,HIGH_SCHOOL,NONE,OIL,3,45
JOB1362684408690,COMP50,VICE_PRESIDENT,NONE,NONE,EDUCATION,10,25
JOB1362684408691,COMP26,VICE_PRESIDENT,NONE,NONE,OIL,4,2
JOB1362684408692,COMP54,SENIOR,NONE,NONE,HEALTH,6,86
JOB1362684408693,COMP57,SENIOR,DOCTORAL,BUSINESS,SERVICE,3,99
JOB1362684408694,COMP9,MANAGER,HIGH_SCHOOL,NONE,EDUCATION,8,60
JOB1362684408695,COMP10,CFO,BACHELORS,ENGINEERING,EDUCATION,19,1
JOB1362684408696,COMP3,MANAGER,HIGH_SCHOOL,NONE,HEALTH,19,81
JOB1362684408697,COMP2,CEO,DOCTORAL,PHYSICS,FINANCE,1,52
JOB1362684408698,COMP15,JANITOR,HIGH_SCHOOL,NONE,SERVICE,1,2
JOB1362684408699,COMP31,SENIOR,MASTERS,ENGINEERING,OIL,11,38
JOB1362684408700,COMP41,CEO,HIGH_SCHOOL,NONE,OIL,9,58
JOB1362684408701,COMP58,JUNIOR,BACHELORS,ENGINEERING,WEB,5,62
JOB1362684408702,COMP7,CEO,DOCTORAL,NONE,WEB,13,30
JOB1362684408703,COMP33,CEO,BACHELORS,COMPSCI,HEALTH,2,24
JOB1362684408704,COMP34,CTO,HIGH_SCHOOL,NONE,WEB,11,15
JOB1362684408705,COMP13,CFO,BACHELORS,CHEMISTRY,OIL,20,36
JOB1362684408706,COMP16,CTO,MASTERS,BIOLOGY,HEALTH,19,3
JOB1362684408707,COMP0,SENIOR,NONE,NONE,SERVICE,14,10
JOB1362684408708,COMP60,MANAGER,DOCTORAL,COMPSCI,WEB,7,19
JOB1362684408709,COMP24,CEO,DOCTORAL,BUSINESS,SERVICE,18,55
JOB1362684408710,COMP40,VICE_PRESIDENT,HIGH_SCHOOL,NONE,HEALTH,5,43
JOB1362684408711,COMP55,MANAGER,DOCTORAL,CHEMISTRY,AUTO,20,11
JOB1362684408712,COMP7,CFO,BACHELORS,BIOLOGY,EDUCATION,0,21
JOB1362684408713,COMP62,VICE_PRESIDENT,DOCTORAL,BIOLOGY,FINANCE,3,42
JOB1362684408714,COMP55,VICE_PRESIDENT,HIGH_SCHOOL,NONE,EDUCATION,0,21
JOB1362684408715,COMP15,CTO,NONE,NONE,EDUCATION,14,42
JOB1362684408716,COMP45,CTO,DOCTORAL,COMPSCI,OIL,1,51
JOB1362684408717,COMP27,CEO,DOCTORAL,MATH,OIL,18,80
JOB1362684408718,COMP6,CEO,NONE,NONE,AUTO,0,42
JOB1362684408719,COMP58,SENIOR,HIGH_SCHOOL,NONE,SERVICE,7,3
JOB1362684408720,COMP45,CEO,NONE,NONE,SERVICE,2,39
JOB1362684408721,COMP19,SENIOR,BACHELORS,MATH,FINANCE,10,21
JOB1362684408722,COMP62,CTO,MASTERS,COMPSCI,AUTO,22,16
JOB1362684408723,COMP59,SENIOR,MASTERS,MATH,EDUCATION,1,58
JOB1362684408724,COMP2,MANAGER,BACHELORS,CHEMISTRY,HEALTH,8,69
JOB1362684408725,COMP48,CTO,DOCTORAL,CHEMISTRY,HEALTH,23,18
JOB1362684408726,COMP22,CTO,DOCTORAL,PHYSICS,WEB,13,23
JOB1362684408727,COMP49,MANAGER,DOCTORAL,LITERATURE,FINANCE,22,35
JOB1362684408728,COMP25,JANITOR,HIGH_SCHOOL,NONE,AUTO,15,81
JOB1362684408729,COMP35,JUNIOR,NONE,NONE,EDUCATION,21,88
JOB1362684408730,COMP17,VICE_PRESIDENT,BACHELORS,MATH,OIL,15,95
JOB1362684408731,COMP28,JANITOR,HIGH_SCHOOL,NONE,FINANCE,13,56
JOB1362684408732,COMP0,CFO,HIGH_SCHOOL,NONE,WEB,14,33
JOB1362684408733,COMP10,JUNIOR,BACHELORS,LITERATURE,EDUCATION,11,62
JOB1362684408734,COMP15,CTO,HIGH_SCHOOL,NONE,WEB,4,20
JOB1362684408735,COMP60,MANAGER,NONE,NONE,EDUCATION,24,48
JOB1362684408736,COMP23,JANITOR,NONE,NONE,EDUCATION,0,6
JOB1362684408737,COMP39,VICE_PRESIDENT,HIGH_SCHOOL,NONE,FINANCE,21,82
JOB1362684408738,COMP30,CEO,BACHELORS,MATH,FINANCE,20,96
JOB1362684408739,COMP59,JANITOR,NONE,NONE,WEB,11,29
JOB1362684408740,COMP27,JUNIOR,MASTERS,LITERATURE,AUTO,3,21
JOB1362684408741,COMP23,CFO,NONE,NONE,HEALTH,19,52
JOB1362684408742,COMP7,MANAGER,HIGH_SCHOOL,NONE,HEALTH,5,25
JOB1362684408743,COMP32,MANAGER,BACHELORS,PHYSICS,HEALTH,10,34
JOB1362684408744,COMP40,MANAGER,NONE,NONE,HEALTH,18,94
JOB1362684408745,COMP5,MANAGER,MASTERS,PHYSICS,FINANCE,4,92
JOB1362684408746,COMP41,JUNIOR,MASTERS,NONE,EDUCATION,11,76
JOB1362684408747,COMP7,CFO,MASTERS,MATH,AUTO,23,13
JOB1362684408748,COMP41,CTO,HIGH_SCHOOL,NONE,WEB,18,24
JOB1362684408749,COMP46,CEO,MASTERS,PHYSICS,EDUCATION,20,45
JOB1362684408750,COMP8,CTO,MASTERS,CHEMISTRY,AUTO,24,16
JOB1362684408751,COMP19,MANAGER,HIGH_SCHOOL,NONE,EDUCATION,7,22
JOB1362684408752,COMP23,SENIOR,BACHELORS,BUSINESS,HEALTH,1,52
JOB1362684408753,COMP16,JANITOR,NONE,NONE,AUTO,4,50
JOB1362684408754,COMP7,CEO,BACHELORS,ENGINEERING,EDUCATION,14,27
JOB1362684408755,COMP16,CTO,NONE,NONE,WEB,1,23
JOB1362684408756,COMP25,JANITOR,NONE,NONE,SERVICE,16,37
JOB1362684408757,COMP40,JUNIOR,NONE,NONE,EDUCATION,22,26
JOB1362684408758,COMP35,SENIOR,MASTERS,CHEMISTRY,FINANCE,14,24
JOB1362684408759,COMP33,CEO,DOCTORAL,NONE,EDUCATION,6,69
JOB1362684408760,COMP20,VICE_PRESIDENT,HIGH_SCHOOL,NONE,EDUCATION,2,98
JOB1362684408761,COMP29,CFO,DOCTORAL,NONE,EDUCATION,12,19
JOB1362684408762,COMP28,JANITOR,NONE,NONE,WEB,21,93
JOB1362684408763,COMP34,VICE_PRESIDENT,HIGH_SCHOOL,NONE,OIL,13,95
JOB1362684408764,COMP13,JUNIOR,DOCTORAL,BIOLOGY,EDUCATION,13,65
JOB1362684408765,COMP21,CTO,DOCTORAL,LITERATURE,OIL,10,95
JOB1362684408766,COMP41,JANITOR,NONE,NONE,WEB,14,13
JOB1362684408767,COMP55,SENIOR,NONE,NONE,HEALTH,6,73
JOB1362684408768,COMP46,VICE_PRESIDENT,NONE,NONE,FINANCE,7,1
JOB1362684408769,COMP13,JANITOR,NONE,NONE,FINANCE,7,78
JOB1362684408770,COMP26,JANITOR,HIGH_SCHOOL,NONE,OIL,24,3
JOB1362684408771,COMP15,CEO,NONE,NONE,SERVICE,6,96
JOB1362684408772,COMP23,CTO,HIGH_SCHOOL,NONE,EDUCATION,6,19
JOB1362684408773,COMP19,CTO,DOCTORAL,BIOLOGY,HEALTH,22,39
JOB1362684408774,COMP12,VICE_PRESIDENT,DOCTORAL,NONE,EDUCATION,18,21
JOB1362684408775,COMP42,JANITOR,NONE,NONE,FINANCE,14,53
JOB1362684408776,COMP10,MANAGER,NONE,NONE,SERVICE,19,46
JOB1362684408777,COMP19,JUNIOR,NONE,NONE,FINANCE,11,4
JOB1362684408778,COMP54,VICE_PRESIDENT,NONE,NONE,FINANCE,14,19
JOB1362684408779,COMP47,JANITOR,HIGH_SCHOOL,NONE,AUTO,22,88
JOB1362684408780,COMP13,JANITOR,HIGH_SCHOOL,NONE,HEALTH,12,73
JOB1362684408781,COMP16,CFO,MASTERS,ENGINEERING,SERVICE,0,50
JOB1362684408782,COMP29,CFO,NONE,NONE,HEALTH,17,19
JOB1362684408783,COMP17,CEO,HIGH_SCHOOL,NONE,FINANCE,0,44
JOB1362684408784,COMP30,CEO,MASTERS,BUSINESS,WEB,1,57
JOB1362684408785,COMP18,MANAGER,DOCTORAL,PHYSICS,OIL,14,55
JOB1362684408786,COMP50,SENIOR,NONE,NONE,SERVICE,19,19
JOB1362684408787,COMP7,CTO,DOCTORAL,NONE,HEALTH,1,58
JOB1362684408788,COMP51,JANITOR,NONE,NONE,HEALTH,18,83
JOB1362684408789,COMP18,CFO,MASTERS,NONE,OIL,13,29
JOB1362684408790,COMP62,SENIOR,BACHELORS,ENGINEERING,SERVICE,6,17
JOB1362684408791,COMP17,JUNIOR,NONE,NONE,FINANCE,0,36
JOB1362684408792,COMP39,JUNIOR,NONE,NONE,OIL,5,9
JOB1362684408793,COMP52,VICE_PRESIDENT,BACHELORS,PHYSICS,HEALTH,4,22
JOB1362684408794,COMP53,VICE_PRESIDENT,DOCTORAL,MATH,HEALTH,16,6
JOB1362684408795,COMP44,CTO,MASTERS,CHEMISTRY,FINANCE,13,69
JOB1362684408796,COMP37,JUNIOR,BACHELORS,MATH,OIL,3,46
JOB1362684408797,COMP38,JUNIOR,NONE,NONE,OIL,20,77
JOB1362684408798,COMP53,SENIOR,MASTERS,BIOLOGY,AUTO,18,29
JOB1362684408799,COMP61,CTO,NONE,NONE,OIL,8,81
JOB1362684408800,COMP23,MANAGER,DOCTORAL,CHEMISTRY,EDUCATION,8,78
JOB1362684408801,COMP38,CTO,BACHELORS,MATH,WEB,17,37
JOB1362684408802,COMP21,JANITOR,NONE,NONE,SERVICE,16,82
JOB1362684408803,COMP60,JANITOR,NONE,NONE,EDUCATION,15,62
JOB1362684408804,COMP44,MANAGER,BACHELORS,MATH,EDUCATION,6,20
JOB1362684408805,COMP29,SENIOR,BACHELORS,BUSINESS,WEB,10,85
JOB1362684408806,COMP24,MANAGER,MASTERS,CHEMISTRY,OIL,20,99
JOB1362684408807,COMP2,CEO,DOCTORAL,NONE,HEALTH,13,66
JOB1362684408808,COMP32,JANITOR,NONE,NONE,OIL,16,28
JOB1362684408809,COMP55,VICE_PRESIDENT,BACHELORS,BUSINESS,AUTO,17,72
JOB1362684408810,COMP45,CTO,BACHELORS,ENGINEERING,FINANCE,1,77
JOB1362684408811,COMP41,JANITOR,NONE,NONE,SERVICE,16,8
JOB1362684408812,COMP12,CTO,BACHELORS,NONE,EDUCATION,19,85
JOB1362684408813,COMP24,CEO,DOCTORAL,BIOLOGY,FINANCE,2,19
JOB1362684408814,COMP53,JUNIOR,BACHELORS,ENGINEERING,HEALTH,23,37
JOB1362684408815,COMP55,JUNIOR,MASTERS,BIOLOGY,HEALTH,3,21
JOB1362684408816,COMP32,JANITOR,HIGH_SCHOOL,NONE,WEB,13,9
JOB1362684408817,COMP42,CEO,HIGH_SCHOOL,NONE,AUTO,14,18
JOB1362684408818,COMP57,VICE_PRESIDENT,NONE,NONE,FINANCE,13,51
JOB1362684408819,COMP36,JANITOR,NONE,NONE,WEB,2,65
JOB1362684408820,COMP24,SENIOR,NONE,NONE,AUTO,5,21
JOB1362684408821,COMP32,CFO,NONE,NONE,HEALTH,11,84
JOB1362684408822,COMP48,SENIOR,NONE,NONE,AUTO,15,25
JOB1362684408823,COMP34,JUNIOR,MASTERS,BUSINESS,WEB,3,26
JOB1362684408824,COMP55,JUNIOR,HIGH_SCHOOL,NONE,HEALTH,2,0
JOB1362684408825,COMP33,MANAGER,HIGH_SCHOOL,NONE,EDUCATION,23,14
JOB1362684408826,COMP27,VICE_PRESIDENT,NONE,NONE,SERVICE,2,15
JOB1362684408827,COMP16,CTO,BACHELORS,MATH,WEB,14,17
JOB1362684408828,COMP53,SENIOR,HIGH_SCHOOL,NONE,EDUCATION,0,24
JOB1362684408829,COMP49,JUNIOR,NONE,NONE,AUTO,19,99
JOB1362684408830,COMP28,CTO,BACHELORS,CHEMISTRY,EDUCATION,13,90
JOB1362684408831,COMP13,MANAGER,MASTERS,BUSINESS,WEB,10,83
JOB1362684408832,COMP24,SENIOR,BACHELORS,BUSINESS,HEALTH,16,15
JOB1362684408833,COMP3,CFO,NONE,NONE,EDUCATION,1,67
JOB1362684408834,COMP33,MANAGER,BACHELORS,NONE,SERVICE,22,60
JOB1362684408835,COMP16,VICE_PRESIDENT,HIGH_SCHOOL,NONE,EDUCATION,14,85
JOB1362684408836,COMP43,JANITOR,NONE,NONE,HEALTH,11,24
JOB1362684408837,COMP40,VICE_PRESIDENT,MASTERS,LITERATURE,AUTO,22,12
